Age,Attrition,BusinessTravel,Department,Education,EducationField,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,OverTime,PerformanceRating,WorkLifeBalance,,
48,No,Travel_Rarely,Sales,Master,Life Sciences,Female,Junior Level,Sales Executive,High,Divorced,No,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,High,Married,No,Excellent,Good,,
33,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Junior Level,Sales Executive,Low,Married,No,Excellent,Bad,,
30,Yes,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,Low,Married,No,Excellent,Better,,
38,No,Travel_Frequently,Human Resources,Master,Human Resources,Male,Junior Level,Human Resources,High,Married,No,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Low,Single,No,Excellent,Better,,
30,No,Travel_Rarely,Sales,Master,Technical Degree,Male,Mid Level,Sales Executive,Medium,Married,No,Excellent,Better,,
35,Yes,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Laboratory Technician,Low,Divorced,Yes,Excellent,Better,,
53,Yes,Travel_Rarely,Research & Development,Doctor,Technical Degree,Female,Mid Level,Manufacturing Director,Very High,Married,No,Excellent,Better,,
38,Yes,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Junior Level,Manufacturing Director,Medium,Married,No,Excellent,Better,,
32,No,Non-Travel,Research & Development,Master,Technical Degree,Male,Junior Level,Research Scientist,Low,Married,No,Excellent,Good,,
48,No,Travel_Rarely,Research & Development,Master,Other,Female,Entry Level,Research Scientist,Low,Married,No,Excellent,Good,,
34,No,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Research Scientist,Very High,Single,No,Excellent,Bad,,
55,No,Travel_Rarely,Sales,Doctor,Marketing,Male,Executive Level,Manager,Very High,Married,No,Outstanding,Better,,
34,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Research Scientist,Very High,Married,No,Excellent,Good,,
26,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,Very High,Married,No,Outstanding,Better,,
38,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,Medium,Married,No,Excellent,Better,,
38,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Female,Junior Level,Sales Executive,Medium,Single,No,Excellent,Best,,
36,No,Travel_Rarely,Sales,Master,Life Sciences,Female,Junior Level,Sales Executive,High,Single,No,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Laboratory Technician,Low,Single,Yes,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,Master,Medical,Female,Junior Level,Healthcare Representative,High,Single,Yes,Excellent,Better,,
39,No,Travel_Rarely,Sales,Bachelor,Medical,Male,Mid Level,Sales Executive,High,Married,No,Excellent,Better,,
29,No,Travel_Frequently,Research & Development,Below College,Life Sciences,Male,Junior Level,Healthcare Representative,Very High,Divorced,No,Excellent,Best,,
50,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Executive Level,Manager,High,Married,Yes,Excellent,Better,,
23,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Research Scientist,High,Married,No,Excellent,Better,,
36,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,Junior Level,Laboratory Technician,Low,Married,Yes,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,College,Other,Male,Executive Level,Manager,Very High,Single,No,Outstanding,Better,,
35,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Laboratory Technician,High,Married,No,Excellent,Good,,
34,No,Travel_Frequently,Research & Development,Master,Technical Degree,Male,Junior Level,Healthcare Representative,High,Married,No,Excellent,Good,,
40,No,Travel_Rarely,Sales,College,Life Sciences,Female,Junior Level,Sales Executive,Low,Married,No,Excellent,Better,,
43,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Laboratory Technician,Medium,Divorced,No,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Good,,
46,No,Travel_Rarely,Sales,Master,Life Sciences,Male,Senior Level,Manager,Low,Single,No,Excellent,Bad,,
28,Yes,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Medium,Married,Yes,Excellent,Better,,
22,No,Non-Travel,Research & Development,College,Other,Female,Entry Level,Research Scientist,High,Married,Yes,Excellent,Good,,
50,No,Travel_Frequently,Research & Development,Doctor,Medical,Male,Senior Level,Healthcare Representative,High,Married,Yes,Excellent,Better,,
32,No,Travel_Rarely,Research & Development,Master,Other,Female,Entry Level,Research Scientist,Very High,Married,No,Excellent,Better,,
44,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Executive Level,Research Director,Very High,Divorced,Yes,Excellent,Good,,
30,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,Medium,Married,No,Excellent,Good,,
45,No,Travel_Rarely,Research & Development,Doctor,Medical,Female,Junior Level,Laboratory Technician,Low,Single,Yes,Excellent,Better,,
45,No,Non-Travel,Sales,Bachelor,Marketing,Male,Junior Level,Sales Executive,Low,Married,No,Excellent,Better,,
31,No,Travel_Frequently,Sales,Master,Other,Male,Junior Level,Sales Executive,Low,Single,No,Excellent,Better,,
36,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Junior Level,Manufacturing Director,High,Married,Yes,Excellent,Better,,
34,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,Junior Level,Manufacturing Director,Very High,Divorced,No,Excellent,Better,,
49,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Entry Level,Laboratory Technician,Low,Married,No,Excellent,Good,,
39,No,Travel_Rarely,Research & Development,Doctor,Medical,Male,Junior Level,Manufacturing Director,Low,Married,No,Excellent,Better,,
27,No,Travel_Rarely,Research & Development,Bachelor,Other,Male,Entry Level,Laboratory Technician,Low,Divorced,No,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,Doctor,Life Sciences,Male,Junior Level,Research Scientist,Low,Married,No,Excellent,Better,,
28,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Junior Level,Manufacturing Director,Low,Divorced,No,Outstanding,Good,,
21,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Research Scientist,Very High,Single,No,Excellent,Better,,
18,Yes,Travel_Frequently,Sales,College,Medical,Female,Entry Level,Sales Representative,Very High,Single,Yes,Excellent,Best,,
47,No,Travel_Rarely,Human Resources,Master,Life Sciences,Female,Executive Level,Manager,High,Married,No,Excellent,Better,,
39,No,Travel_Rarely,Research & Development,College,Medical,Male,Junior Level,Laboratory Technician,High,Divorced,No,Excellent,Better,,
40,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Mid Level,Manufacturing Director,High,Married,No,Excellent,Better,,
35,No,Non-Travel,Research & Development,Master,Life Sciences,Female,Junior Level,Healthcare Representative,High,Married,No,Excellent,Better,,
37,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Manufacturing Director,High,Married,No,Excellent,Good,,
39,No,Travel_Frequently,Research & Development,Bachelor,Medical,Female,Junior Level,Manufacturing Director,High,Single,No,Excellent,Bad,,
45,No,Travel_Rarely,Research & Development,College,Other,Female,Junior Level,Manufacturing Director,Very High,Divorced,No,Excellent,Better,,
38,No,Travel_Rarely,Research & Development,College,Medical,Female,Mid Level,Manufacturing Director,High,Married,Yes,Excellent,Best,,
35,Yes,Travel_Rarely,Sales,Bachelor,Medical,Male,Mid Level,Sales Executive,Low,Married,No,Excellent,Better,,
37,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,Medium,Married,No,Excellent,Bad,,
40,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Mid Level,Manufacturing Director,Very High,Single,Yes,Excellent,Good,,
44,No,Travel_Frequently,Human Resources,Doctor,Human Resources,Male,Junior Level,Human Resources,Very High,Married,Yes,Excellent,Better,,
48,No,Travel_Frequently,Research & Development,Doctor,Medical,Male,Senior Level,Manager,Very High,Married,No,Outstanding,Better,,
35,Yes,Travel_Rarely,Sales,College,Medical,Male,Junior Level,Sales Executive,Very High,Divorced,Yes,Excellent,Good,,
24,No,Travel_Frequently,Research & Development,Below College,Technical Degree,Female,Entry Level,Research Scientist,Very High,Single,Yes,Excellent,Better,,
27,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,High,Married,No,Excellent,Better,,
27,No,Travel_Frequently,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,Very High,Single,No,Excellent,Good,,
40,Yes,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Low,Single,Yes,Excellent,Bad,,
29,No,Travel_Rarely,Sales,Bachelor,Medical,Male,Junior Level,Sales Executive,High,Single,No,Excellent,Better,,
36,No,Travel_Rarely,Research & Development,Master,Life Sciences,Female,Mid Level,Healthcare Representative,Low,Married,No,Excellent,Better,,
25,No,Travel_Frequently,Research & Development,Below College,Life Sciences,Male,Junior Level,Manufacturing Director,High,Divorced,No,Excellent,Better,,
39,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Junior Level,Manufacturing Director,Medium,Married,No,Outstanding,Better,,
49,No,Travel_Rarely,Research & Development,Master,Other,Female,Senior Level,Research Director,Medium,Married,No,Excellent,Better,,
50,No,Travel_Rarely,Research & Development,Doctor,Life Sciences,Female,Mid Level,Research Director,Low,Divorced,No,Excellent,Better,,
20,No,Travel_Rarely,Sales,Bachelor,Medical,Female,Entry Level,Sales Representative,High,Single,No,Excellent,Better,,
34,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Research Scientist,Medium,Divorced,No,Excellent,Better,,
36,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Laboratory Technician,Medium,Single,No,Excellent,Better,,
49,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Female,Senior Level,Healthcare Representative,High,Married,Yes,Excellent,Better,,
36,No,Non-Travel,Research & Development,Master,Medical,Female,Junior Level,Manufacturing Director,High,Married,No,Excellent,Better,,
36,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Junior Level,Healthcare Representative,Low,Divorced,No,Outstanding,Better,,
54,No,Travel_Rarely,Research & Development,Doctor,Medical,Female,Senior Level,Manager,High,Married,No,Outstanding,Better,,
43,No,Travel_Rarely,Research & Development,College,Life Sciences,Male,Senior Level,Research Director,High,Married,No,Outstanding,Better,,
35,Yes,Travel_Frequently,Sales,Master,Other,Male,Junior Level,Sales Executive,Very High,Single,Yes,Outstanding,Best,,
38,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Research Scientist,Very High,Married,No,Excellent,Best,,
29,No,Travel_Rarely,Sales,Bachelor,Medical,Male,Junior Level,Sales Executive,Medium,Divorced,Yes,Excellent,Good,,
33,No,Travel_Rarely,Sales,Master,Medical,Male,Junior Level,Sales Executive,Very High,Divorced,No,Excellent,Better,,
32,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Junior Level,Research Scientist,Medium,Divorced,No,Excellent,Good,,
31,No,Travel_Rarely,Sales,Master,Life Sciences,Female,Junior Level,Sales Executive,Very High,Married,No,Excellent,Better,,
49,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Laboratory Technician,Low,Divorced,Yes,Excellent,Good,,
38,No,Travel_Frequently,Research & Development,Bachelor,Medical,Female,Entry Level,Laboratory Technician,Medium,Single,No,Outstanding,Better,,
47,No,Travel_Rarely,Sales,Master,Life Sciences,Female,Senior Level,Manager,Medium,Divorced,No,Excellent,Better,,
49,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Senior Level,Manager,High,Single,No,Excellent,Better,,
41,No,Travel_Rarely,Sales,College,Life Sciences,Male,Mid Level,Sales Executive,High,Single,Yes,Excellent,Better,,
20,No,Travel_Rarely,Sales,Below College,Life Sciences,Male,Entry Level,Sales Representative,Low,Single,No,Excellent,Better,,
33,No,Non-Travel,Sales,Bachelor,Life Sciences,Female,Junior Level,Sales Executive,Very High,Divorced,Yes,Outstanding,Better,,
36,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Healthcare Representative,High,Married,No,Excellent,Good,,
44,No,Travel_Rarely,Human Resources,Bachelor,Life Sciences,Female,Entry Level,Human Resources,Very High,Divorced,Yes,Excellent,Better,,
23,Yes,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Laboratory Technician,High,Single,Yes,Excellent,Better,,
38,No,Travel_Rarely,Research & Development,College,Medical,Female,Entry Level,Laboratory Technician,High,Married,No,Excellent,Good,,
53,No,Travel_Rarely,Research & Development,Master,Medical,Male,Mid Level,Healthcare Representative,Very High,Married,No,Excellent,Better,,
48,Yes,Travel_Frequently,Sales,College,Medical,Female,Entry Level,Sales Representative,High,Married,Yes,Excellent,Better,,
32,Yes,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Laboratory Technician,Medium,Single,No,Excellent,Better,,
26,No,Non-Travel,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Very High,Single,No,Outstanding,Better,,
55,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Research Scientist,Medium,Divorced,No,Excellent,Better,,
34,No,Travel_Rarely,Research & Development,College,Medical,Male,Junior Level,Laboratory Technician,Very High,Married,No,Excellent,Best,,
60,No,Travel_Rarely,Research & Development,Master,Medical,Male,Mid Level,Healthcare Representative,Very High,Divorced,No,Outstanding,Best,,
33,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Medium,Married,No,Excellent,Better,,
37,No,Travel_Frequently,Sales,Master,Medical,Male,Junior Level,Sales Executive,Very High,Divorced,No,Excellent,Good,,
34,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Entry Level,Research Scientist,Very High,Married,No,Excellent,Better,,
23,Yes,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Entry Level,Sales Representative,Very High,Divorced,Yes,Outstanding,Better,,
44,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Mid Level,Healthcare Representative,Very High,Married,Yes,Excellent,Better,,
35,No,Travel_Frequently,Research & Development,Master,Medical,Male,Entry Level,Research Scientist,Very High,Single,Yes,Excellent,Best,,
43,No,Travel_Rarely,Sales,Bachelor,Medical,Male,Junior Level,Sales Executive,Very High,Married,Yes,Excellent,Better,,
24,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Research Scientist,High,Married,No,Excellent,Better,,
41,No,Travel_Rarely,Sales,Bachelor,Marketing,Male,Mid Level,Sales Executive,High,Single,No,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Master,Medical,Female,Entry Level,Laboratory Technician,High,Married,No,Excellent,Better,,
36,No,Travel_Rarely,Sales,Master,Life Sciences,Female,Junior Level,Sales Representative,Very High,Single,No,Excellent,Good,,
45,No,Non-Travel,Research & Development,Below College,Life Sciences,Male,Mid Level,Healthcare Representative,High,Married,No,Outstanding,Good,,
24,Yes,Travel_Rarely,Human Resources,Below College,Human Resources,Male,Entry Level,Human Resources,High,Married,No,Excellent,Better,,
47,Yes,Travel_Frequently,Sales,Bachelor,Life Sciences,Male,Senior Level,Sales Executive,High,Married,No,Excellent,Bad,,
26,No,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Laboratory Technician,High,Married,No,Excellent,Best,,
45,No,Travel_Rarely,Research & Development,College,Technical Degree,Female,Senior Level,Research Director,Medium,Single,No,Excellent,Better,,
32,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,High,Married,No,Excellent,Good,,
31,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Laboratory Technician,High,Married,No,Excellent,Best,,
41,No,Non-Travel,Human Resources,Bachelor,Human Resources,Male,Junior Level,Human Resources,Medium,Married,No,Excellent,Better,,
40,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Junior Level,Manufacturing Director,Low,Married,Yes,Excellent,Better,,
24,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Entry Level,Laboratory Technician,Low,Divorced,No,Excellent,Best,,
46,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Healthcare Representative,Medium,Single,No,Excellent,Better,,
35,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Junior Level,Manufacturing Director,High,Married,No,Excellent,Better,,
30,No,Travel_Rarely,Research & Development,Below College,Life Sciences,Male,Entry Level,Research Scientist,Very High,Married,No,Excellent,Good,,
47,No,Non-Travel,Sales,Master,Marketing,Male,Junior Level,Sales Executive,Medium,Married,No,Excellent,Bad,,
46,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Mid Level,Sales Executive,Very High,Divorced,Yes,Excellent,Good,,
36,Yes,Travel_Rarely,Sales,Doctor,Marketing,Male,Junior Level,Sales Executive,Low,Divorced,Yes,Excellent,Better,,
32,Yes,Travel_Rarely,Sales,College,Life Sciences,Male,Junior Level,Sales Executive,Medium,Single,No,Excellent,Better,,
23,No,Travel_Rarely,Research & Development,Below College,Medical,Female,Entry Level,Laboratory Technician,Medium,Single,No,Excellent,Bad,,
31,No,Travel_Frequently,Research & Development,Below College,Technical Degree,Female,Junior Level,Manufacturing Director,Very High,Single,No,Outstanding,Good,,
39,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Laboratory Technician,Very High,Married,Yes,Excellent,Better,,
32,No,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Mid Level,Sales Executive,High,Married,No,Excellent,Bad,,
40,No,Travel_Rarely,Sales,Master,Medical,Male,Executive Level,Manager,Medium,Single,No,Excellent,Good,,
45,No,Travel_Rarely,Human Resources,Bachelor,Life Sciences,Female,Mid Level,Human Resources,High,Married,No,Outstanding,Best,,
30,No,Travel_Frequently,Research & Development,Master,Technical Degree,Female,Entry Level,Research Scientist,Low,Single,No,Excellent,Better,,
24,No,Travel_Frequently,Human Resources,Bachelor,Medical,Male,Entry Level,Human Resources,Very High,Married,No,Excellent,Better,,
30,Yes,Travel_Frequently,Human Resources,Bachelor,Human Resources,Female,Entry Level,Human Resources,Very High,Divorced,No,Excellent,Good,,
31,No,Travel_Rarely,Sales,Bachelor,Technical Degree,Male,Junior Level,Sales Executive,High,Married,No,Excellent,Better,,
27,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,Very High,Single,No,Excellent,Good,,
29,Yes,Travel_Rarely,Sales,Bachelor,Marketing,Female,Entry Level,Sales Representative,Medium,Single,No,Excellent,Better,,
29,No,Travel_Frequently,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Healthcare Representative,High,Single,Yes,Excellent,Best,,
30,No,Travel_Rarely,Sales,College,Marketing,Male,Mid Level,Sales Executive,Low,Divorced,No,Excellent,Better,,
34,No,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Research Scientist,Very High,Married,Yes,Excellent,Better,,
33,No,Non-Travel,Sales,Bachelor,Marketing,Female,Junior Level,Sales Executive,Medium,Single,No,Excellent,Good,,
49,No,Travel_Rarely,Sales,Master,Marketing,Female,Junior Level,Sales Executive,Very High,Single,No,Excellent,Best,,
33,Yes,Travel_Rarely,Sales,Bachelor,Life Sciences,Female,Mid Level,Sales Executive,Low,Single,Yes,Outstanding,Good,,
38,No,Travel_Frequently,Research & Development,College,Medical,Female,Entry Level,Laboratory Technician,Medium,Married,No,Excellent,Good,,
31,Yes,Travel_Rarely,Sales,Master,Marketing,Male,Mid Level,Sales Executive,High,Married,No,Excellent,Better,,
29,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Female,Entry Level,Research Scientist,Low,Divorced,No,Excellent,Better,,
30,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Healthcare Representative,High,Married,No,Excellent,Better,,
32,No,Non-Travel,Research & Development,Master,Technical Degree,Male,Entry Level,Research Scientist,Medium,Single,No,Excellent,Better,,
38,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Junior Level,Healthcare Representative,Very High,Married,Yes,Excellent,Better,,
43,Yes,Travel_Frequently,Research & Development,Bachelor,Technical Degree,Male,Entry Level,Research Scientist,High,Married,Yes,Excellent,Better,,
42,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Entry Level,Laboratory Technician,Medium,Divorced,No,Outstanding,Good,,
55,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Executive Level,Research Director,Low,Married,No,Excellent,Better,,
33,No,Non-Travel,Research & Development,Bachelor,Technical Degree,Male,Junior Level,Research Scientist,Medium,Divorced,No,Excellent,Good,,
41,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Laboratory Technician,Low,Divorced,No,Outstanding,Better,,
34,No,Non-Travel,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,High,Divorced,Yes,Excellent,Better,,
53,No,Non-Travel,Research & Development,Master,Medical,Female,Senior Level,Manufacturing Director,High,Married,Yes,Outstanding,Good,,
43,No,Travel_Rarely,Human Resources,Bachelor,Life Sciences,Male,Entry Level,Human Resources,Very High,Single,No,Excellent,Better,,
34,No,Travel_Rarely,Sales,College,Life Sciences,Female,Junior Level,Sales Executive,Very High,Single,No,Excellent,Better,,
21,Yes,Travel_Rarely,Sales,Below College,Marketing,Male,Entry Level,Sales Representative,Medium,Single,No,Excellent,Better,,
38,No,Travel_Rarely,Research & Development,College,Other,Female,Entry Level,Laboratory Technician,High,Married,No,Excellent,Better,,
22,Yes,Travel_Rarely,Research & Development,Below College,Medical,Female,Entry Level,Laboratory Technician,Low,Married,Yes,Excellent,Better,,
31,No,Travel_Rarely,Sales,Master,Marketing,Female,Junior Level,Sales Executive,Very High,Married,No,Excellent,Better,,
51,No,Travel_Rarely,Research & Development,Bachelor,Technical Degree,Female,Mid Level,Manager,High,Married,No,Excellent,Better,,
37,No,Travel_Rarely,Sales,College,Marketing,Male,Junior Level,Sales Executive,Medium,Married,No,Excellent,Better,,
46,No,Travel_Rarely,Research & Development,Master,Medical,Male,Executive Level,Research Director,Very High,Divorced,Yes,Excellent,Better,,
36,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Mid Level,Healthcare Representative,Low,Married,Yes,Excellent,Better,,
44,Yes,Travel_Frequently,Research & Development,College,Medical,Male,Entry Level,Research Scientist,Medium,Divorced,Yes,Excellent,Good,,
37,No,Travel_Rarely,Human Resources,College,Other,Male,Junior Level,Human Resources,Medium,Divorced,No,Excellent,Good,,
35,Yes,Travel_Rarely,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,Very High,Single,Yes,Excellent,Better,,
33,No,Travel_Rarely,Research & Development,Master,Life Sciences,Male,Entry Level,Research Scientist,Low,Married,No,Excellent,Better,,
28,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,Very High,Married,No,Excellent,Best,,
39,No,Travel_Rarely,Research & Development,Below College,Medical,Male,Mid Level,Research Director,High,Single,No,Outstanding,Better,,
46,No,Non-Travel,Sales,College,Life Sciences,Male,Junior Level,Sales Executive,Medium,Single,No,Excellent,Better,,
40,No,Travel_Rarely,Research & Development,College,Life Sciences,Female,Entry Level,Laboratory Technician,Low,Married,No,Excellent,Good,,
42,No,Travel_Rarely,Research & Development,Bachelor,Medical,Male,Junior Level,Healthcare Representative,Low,Married,No,Excellent,Good,,
35,No,Non-Travel,Research & Development,College,Medical,Male,Junior Level,Manufacturing Director,Very High,Divorced,No,Excellent,Better,,
38,No,Non-Travel,Human Resources,Bachelor,Human Resources,Male,Entry Level,Human Resources,Medium,Divorced,No,Excellent,Better,,
34,Yes,Travel_Frequently,Research & Development,Master,Life Sciences,Male,Junior Level,Laboratory Technician,Low,Married,No,Excellent,Good,,
37,Yes,Travel_Rarely,Research & Development,Master,Medical,Male,Junior Level,Manufacturing Director,Low,Single,No,Excellent,Bad,,
39,No,Travel_Frequently,Sales,Bachelor,Life Sciences,Male,Junior Level,Sales Executive,Very High,Divorced,No,Excellent,Better,,
43,No,Non-Travel,Research & Development,Bachelor,Life Sciences,Male,Entry Level,Research Scientist,High,Single,No,Excellent,Good,,
41,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Male,Junior Level,Healthcare Representative,Medium,Single,No,Excellent,Bad,,
41,No,Travel_Rarely,Sales,Below College,Marketing,Female,Mid Level,Sales Executive,High,Divorced,Yes,Excellent,Best,,
30,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Mid Level,Manufacturing Director,High,Single,No,Excellent,Better,,
26,Yes,Travel_Rarely,Human Resources,College,Medical,Female,Entry Level,Human Resources,Medium,Married,Yes,Excellent,Better,,
46,Yes,Travel_Rarely,Research & Development,College,Medical,Female,Junior Level,Healthcare Representative,Medium,Married,No,Outstanding,Best,,
40,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Healthcare Representative,Very High,Divorced,No,Excellent,Better,,
34,No,Travel_Rarely,Sales,College,Technical Degree,Male,Junior Level,Sales Executive,High,Married,No,Outstanding,Better,,
58,No,Non-Travel,Sales,Bachelor,Medical,Male,Senior Level,Manager,Medium,Divorced,No,Outstanding,Good,,
35,No,Travel_Rarely,Research & Development,Master,Medical,Male,Entry Level,Laboratory Technician,High,Married,No,Excellent,Best,,
47,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Mid Level,Manufacturing Director,Medium,Divorced,Yes,Excellent,Better,,
40,No,Travel_Rarely,Research & Development,Bachelor,Life Sciences,Female,Junior Level,Healthcare Representative,Low,Divorced,No,Excellent,Better,,
54,No,Travel_Rarely,Research & Development,Master,Medical,Female,Junior Level,Research Scientist,Very High,Married,No,Excellent,Good,,
31,No,Travel_Frequently,Sales,Master,Marketing,Female,Mid Level,Sales Executive,Low,Married,No,Excellent,Better,,
28,No,Travel_Rarely,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,Low,Married,No,Outstanding,Better,,
38,No,Travel_Rarely,Sales,Master,Marketing,Female,Junior Level,Sales Representative,Very High,Married,Yes,Outstanding,Good,,
26,No,Travel_Rarely,Sales,Bachelor,Medical,Male,Junior Level,Sales Executive,Very High,Single,No,Excellent,Better,,
58,No,Travel_Frequently,Research & Development,Master,Life Sciences,Male,Senior Level,Research Director,High,Married,Yes,Excellent,Better,,
18,No,Non-Travel,Research & Development,Bachelor,Medical,Female,Entry Level,Research Scientist,High,Single,No,Excellent,Bad,,
31,Yes,Travel_Rarely,Human Resources,Doctor,Human Resources,Male,Entry Level,Human Resources,Low,Married,No,Excellent,Better,,
29,Yes,Travel_Rarely,Human Resources,Bachelor,Human Resources,Male,Entry Level,Human Resources,Low,Divorced,Yes,Excellent,Better,,
45,No,Non-Travel,Sales,Master,Life Sciences,Female,Junior Level,Sales Executive,High,Married,No,Outstanding,Best,,
36,No,Travel_Rarely,Research & Development,Master,Other,Female,Junior Level,Research Scientist,Medium,Married,Yes,Outstanding,Better,,
43,No,Travel_Frequently,Sales,Master,Life Sciences,Male,Junior Level,Sales Executive,Very High,Married,No,Outstanding,Better,,
27,No,Travel_Frequently,Research & Development,College,Life Sciences,Female,Entry Level,Laboratory Technician,Very High,Single,Yes,Excellent,Good,,
29,No,Travel_Frequently,Research & Development,Below College,Medical,Male,Entry Level,Laboratory Technician,Very High,Married,No,Excellent,Best,,
